CustomerId,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
15803136,10,122189.66,2,1,0,98301.61,0
15706021,1,96645.54,2,0,0,171413.66,0
15663706,2,0,1,1,0,136458.19,1
15641732,3,0,2,0,0,26019.59,0
15701164,4,90307.62,1,1,1,159235.29,0
15738751,4,0,2,1,0,1907.66,0
15805254,10,0,2,1,1,114675.75,0
15762418,3,121681.82,1,1,0,128643.35,1
15625759,9,0,2,1,0,151869.35,0
15622897,4,0,3,1,0,93251.42,1
15767954,3,81623.67,2,1,1,156791.36,0
15757535,5,0,3,1,1,174205.22,1
15731511,7,118626.55,2,1,0,147132.46,0
15809248,10,0,2,1,0,109614.57,0
15640635,8,0,2,1,1,172290.61,0
15676966,4,0,2,0,1,85982.47,0
15699461,10,176273.95,1,0,1,121277.78,0
15738721,9,102827.44,1,0,1,64595.25,0
15693683,8,97086.4,2,1,1,197276.13,0
15604348,8,0,2,0,0,99645.04,0
15633059,9,0,2,0,0,6534.18,0
15808582,6,0,1,1,1,161848.03,0
15743192,6,0,2,0,0,167162.43,0
15580146,9,82674.15,1,1,0,41970.72,0
15776605,7,0,2,1,0,60536.56,0
15804919,1,0,1,1,1,177655.68,1
15613854,4,107073.27,2,1,1,30984.59,1
15599195,1,88938.62,1,1,1,10054.53,0
15812878,2,99806.85,1,0,1,36976.52,0
15602312,5,150092.8,1,0,0,71862.79,0
15744689,9,92833.89,1,1,0,99449.86,1
15803526,3,90536.81,1,0,1,63082.88,0
15665790,7,108055.1,2,1,0,27231.26,0
15715951,2,100238.35,1,0,0,86797.41,0
15591100,9,106190.55,1,0,1,22994.32,0
15609618,9,154475.54,2,0,1,101300.94,1
15675522,9,132351.29,2,1,1,74169.13,0
15705512,6,167864.4,1,1,0,115638.29,0
15698028,1,0,2,1,0,31766.3,0
15661670,8,107818.63,1,1,0,199725.39,1
15600781,4,185173.81,2,1,0,120834.48,0
15682472,8,129433.34,2,0,0,38131.77,0
15580203,6,120193.42,1,0,0,100130.95,0
15690673,6,0,2,1,0,141069.88,0
15760085,10,126384.42,1,1,1,198129.36,0
15779659,3,0,1,0,0,183646.41,0
15627360,9,152603.45,1,1,0,110265.24,1
15671137,1,0,1,0,1,8636.05,1
15782688,0,148507.24,1,1,0,46824.08,1
15575492,7,0,2,1,0,171378.77,0
15591607,9,101827.07,1,1,0,167256.35,0
15740404,3,0,2,1,1,124226.16,0
15718369,9,130862.43,1,1,1,114935.21,0
15677871,9,122570.87,1,1,1,35608.88,0
15642004,1,0,2,0,1,16459.37,0
15712543,7,124828.46,2,1,1,124411.08,0
15584518,5,144895.05,2,1,1,34941.23,0
15802381,5,63663.93,1,0,1,167784.28,0
15610156,2,133463.1,1,0,1,93165.34,0
15594408,2,213146.2,1,1,0,75161.25,1
15640905,1,129490.36,2,0,1,8590.83,1
15698932,10,137452.09,1,1,0,189543.9,0
15724944,7,0,2,1,1,180427.24,0
15628145,5,125851.93,1,1,1,193318.33,0
15713483,2,0,1,1,0,159123.82,1
15612350,5,40915.55,1,1,0,126213.84,1
15800703,5,113157.22,1,1,1,54141.5,0
15705707,8,138296.94,2,1,0,141075.51,0
15754105,5,106967.18,1,0,0,24495.03,0
15703264,9,120681.63,1,1,0,74836.34,0
15794413,0,0,2,0,1,878.87,0
15650237,7,0,2,1,0,89520.75,0
15759618,9,0,1,1,0,149892.79,1
15811589,8,0,2,1,0,180800.42,0
15689044,2,127609.59,1,1,0,98646.22,0
15709368,6,0,2,1,1,109041.53,0
15679145,7,0,1,1,0,17941.16,1
15655007,7,0,2,0,0,82996.47,0
15623595,2,0,2,1,1,92067.35,0
15589975,6,97259.25,1,0,1,104719.66,0
15804017,4,123246.7,1,0,0,112687.57,0
15692132,6,101060.25,1,0,1,84699.56,0
15641122,2,0,2,1,0,83473.82,0
15630910,7,108007.36,1,0,0,47125.11,0
15680772,2,0,2,1,1,106977.8,0
15658929,0,133702.89,1,1,0,55582.54,1
15585388,9,125189.75,2,1,1,139874.43,0
15724623,7,113034.22,1,1,0,162503.48,1
15588537,9,109013.23,1,1,0,196499.96,0
15574692,2,0,2,1,0,40721.24,1
15611325,9,57929.81,2,0,0,53134.3,0
15587562,4,130114.39,1,1,0,164017.89,0
15613172,5,95826.49,2,1,0,155996.96,0
15651022,10,129608.57,1,1,0,5472.7,1
15586310,4,169462.09,1,1,0,112187.11,0
15625524,5,0,2,1,1,146457.83,0
15755209,7,133868.21,1,1,1,27286.1,0
15645248,0,0,2,1,1,130553.47,0
15790355,5,190479.48,2,0,0,179351.89,0
15762615,8,101993.12,1,0,1,94774.12,0
15625426,3,161608.81,1,1,0,8080.85,1
15716334,2,122311.21,1,1,1,19482.5,0
15789669,2,0,2,1,1,48071.61,0
15621075,1,162150.42,2,1,0,174531.27,0
15810845,2,0,2,1,1,55470.78,0
15719377,4,0,1,1,1,8546.87,1
15654506,8,0,2,1,0,95857.18,0
15771977,1,99010.67,1,1,0,194945.8,0
15708710,0,0,1,0,1,131521.72,0
15726676,5,0,2,0,1,196108.51,0
15587421,7,111388.18,2,1,0,148564.76,0
15726931,8,56214.85,2,0,0,92982.61,1
15771086,3,84327.77,2,1,0,17675.36,0
15756850,1,0,2,0,0,114996.43,0
15702741,8,93012.89,1,1,0,86957.42,0
15679200,9,61710.44,2,1,0,128077.8,0
15594815,3,174790.15,1,1,1,600.36,0
15635905,6,0,2,1,1,43001.46,0
15777892,3,107720.64,1,1,1,158591.12,0
15656176,10,0,2,1,1,47847.19,0
15811127,6,96423.84,1,1,0,10488.44,0
15604482,2,141040.01,1,1,1,5978.2,0
15622911,4,105420.18,1,0,1,121409.06,0
15600974,5,0,1,0,1,146145.93,1
15727868,2,129022.06,2,1,1,14374.86,1
15627801,3,176666.62,1,1,0,94670.77,0
15773039,3,0,1,1,1,179670.31,0
15755262,3,89763.84,1,0,0,199304.74,1
15679531,5,134954.53,1,1,1,151954.39,0
15684181,5,0,1,1,0,142513.5,1
15612087,2,106376.85,1,0,1,158264.62,0
15752047,2,161814.64,2,1,0,169381.9,0
15624592,8,0,2,1,1,169915.02,0
15573152,9,0,2,0,0,88852.47,0
15594917,1,63095.01,1,1,1,40645.81,0
15785542,4,118287.01,2,0,0,60427.3,0
15723488,7,106854.21,1,0,1,157959.02,1
15680920,7,49512.55,1,1,0,133007.34,0
15786308,9,0,2,0,0,176576.62,0
15659366,1,105799.32,2,1,0,34888.04,1
15774854,8,0,1,1,1,28737.71,1
15725311,9,114722.05,2,1,1,98178.57,0
15787155,7,0,1,0,1,125010.24,0
15727829,2,0,2,1,1,167984.61,0
15733247,10,0,1,1,0,4861.72,1
15568748,6,99564.22,1,1,1,108872.45,1
15699029,4,170557.91,2,1,0,198252.88,0
15774393,9,0,2,1,1,26960.31,0
15676895,6,74596.15,3,1,1,85746.52,1
15637753,2,96888.39,1,1,0,77206.25,1
15605461,3,130830.22,1,1,0,61048.53,0
15808473,1,0,2,0,1,111981.19,0
15627000,0,0,2,1,0,62232.6,0
15787174,1,0,2,0,1,156105.03,0
15723886,3,119714.25,2,0,1,150135.38,0
15704769,5,113978.97,2,0,1,93146.11,0
15772896,6,100160.75,1,1,0,33462.94,1
15711540,2,0,1,1,1,144375,0
15764866,3,116220.5,3,1,0,55803.96,1
15794056,2,0,3,1,0,89048.46,1
15795149,2,81173.83,2,0,1,162812.16,0
15812009,4,0,2,1,0,136259.65,0
15651001,5,116803.8,1,1,0,124052.97,0
15813844,8,105961.68,2,0,1,74158.8,0
15596175,6,117411.6,1,1,1,45071.09,1
15576269,7,0,2,1,0,62030.06,0
15797219,10,123497.58,1,1,0,131953.23,1
15685500,7,152400.51,2,1,0,79414,0
15599792,1,0,2,1,1,199638.56,0
15657566,8,103097.85,1,1,1,157577.29,0
15772423,8,126418.14,1,1,0,134420.75,1
15628112,5,77846.9,1,0,0,99805.99,0
15753754,1,0,2,1,1,97932.68,0
15793726,0,0,2,0,1,170968.99,0
15694717,2,79731.91,1,1,1,57558.95,0
15665834,8,0,1,0,0,176713.47,0
15765297,0,0,2,0,1,34283.23,0
15636684,10,0,2,1,1,198637.34,0
15592979,6,37266.67,2,0,0,156917.12,0
15750803,6,127992.25,1,1,1,50457.2,0
15607178,3,54901.01,1,1,1,140075.55,0
15713853,9,108748.08,2,1,1,65323.11,0
15673481,6,99906.19,1,1,0,64323.24,0
15686776,6,184686.41,2,1,0,14956.44,0
15673693,0,110654.02,1,0,1,111879.21,0
15700696,9,79019.8,1,1,1,18606.23,0
15813163,9,99240.51,1,1,0,123137.01,0
15653857,2,0,2,1,1,148528.24,0
15777076,7,0,2,1,0,13898.31,0
15717398,7,0,1,0,0,81259.25,1
15799217,7,52436.2,1,1,0,161051.75,0
15787071,9,0,2,0,1,191599.67,0
15619955,3,100337.96,3,1,0,48559.19,1
15796505,1,149297.19,2,1,1,186339.74,0
15725166,8,0,2,1,0,33159.37,0
15800116,4,145605.44,1,0,1,93883.53,0
15758685,7,0,2,1,1,110899.3,0
15694456,3,0,1,1,1,11199.04,1
15767339,10,0,2,1,0,189992.97,0
15683562,6,84026.86,1,0,1,164255.69,0
15782210,1,0,1,1,0,152167.79,1
15668893,8,0,2,1,1,33949.67,0
15669169,10,0,2,1,1,68143.93,0
15643024,4,138718.92,1,1,1,47251.79,1
15699389,7,118274.71,1,1,1,25885.72,0
15708608,8,174185.98,2,0,1,192633.85,0
15626144,7,113208.86,2,1,0,34577.36,0
15573112,5,103907.28,1,1,0,161229.84,0
15790678,8,119023.28,1,1,0,100816.29,0
15727556,5,166297.89,1,1,1,181694.44,0
15697307,10,0,2,1,0,79078.91,0
15652266,9,63227,1,0,1,137316.32,0
15607098,5,94521.17,2,1,0,194926.86,0
15655774,7,0,2,1,0,51285.49,0
15590241,9,112822.26,1,0,0,150401.53,1
15785819,3,0,2,1,1,112491.96,0
15723654,2,135903.33,,1,0,73656.38,0
15774510,4,125169.26,1,1,1,106636.89,0
15684173,7,0,3,1,0,155853.52,1
15650068,0,149117.31,1,1,1,162599.51,0
15811490,5,0,2,1,1,103737.82,0
15803976,10,0,2,1,0,160990.27,0
15682541,6,132311.71,1,0,0,15462.84,0
15695699,8,0,2,1,0,10334.05,0
15624188,6,0,2,1,1,190686.16,0
15812191,4,118082.89,1,0,0,94440.45,0
15636673,1,119266.69,1,1,1,28257.63,0
15594898,2,0,1,1,1,170034.95,1
15660211,7,156847.29,2,1,0,31824.29,0
15773972,4,137104.47,1,1,0,127166.49,1
15746726,8,78398.69,1,1,0,44937.01,0
15712287,4,0,2,1,1,188603.07,0
15702919,6,63669.42,1,1,0,145111.37,0
15674398,3,0,2,0,0,171463.83,0
15797960,0,135296.33,1,1,0,182822.5,0
15631868,2,153804.44,1,1,1,87213.33,0
15581539,3,0,2,0,0,57175.32,0
15662736,2,147069.78,1,1,0,120540.83,1
15666252,9,0,2,1,1,28714.34,0
15677512,3,0,1,1,0,85426.28,0
15626114,4,95741.75,1,1,0,46170.75,0
15810834,2,145965.33,1,1,1,64448.36,0
15678910,8,141441.75,1,1,1,16278.97,0
15694408,1,139290.41,1,1,0,182855.42,1
15585215,4,0,2,0,0,50404.72,0
15682757,3,0,2,1,0,107640.25,0
15736601,4,144428.87,1,1,0,134132.65,0
15601848,2,0,2,1,0,103480.69,0
15736008,9,95441.27,1,1,0,108761.05,1
15669064,1,144848.74,1,1,1,179012.3,0
15624528,7,116244.14,2,1,1,95145.14,0
15598493,7,0,2,0,1,72143.44,0
15601274,1,146502.07,1,1,0,19162.89,0
15702669,2,117028.6,2,0,1,144680.18,0
15728669,8,112013.81,1,1,0,177772.03,1
15742668,6,108269.37,1,1,0,5597.94,0
15697441,7,182123.79,1,1,0,116828.51,1
15740476,3,150923.74,2,0,1,174652.51,0
15648064,2,0,2,1,0,2010.98,0
15636624,5,165272.13,1,1,0,14109.85,1
15807923,10,115301.31,1,1,0,43527.4,1
15745844,6,129502.49,2,0,1,86099.23,1
15786170,4,118342.26,1,0,0,161574.19,0
15681081,5,0,2,1,1,38970.14,0
15684484,8,0,2,0,0,127587.22,0
15785869,7,0,2,1,0,30380.12,0
15763859,7,0,2,1,0,90908.95,0
15658935,9,106937.05,2,1,0,138275.01,0
15747358,3,170331.37,1,1,1,32171.79,0
15735203,1,114510.85,1,1,1,126143.23,0
15576256,5,0,2,1,1,129892.93,0
15659420,3,107594.11,2,1,1,102416.84,0
15593365,2,81273.13,1,1,1,18719.67,0
15777352,7,169399.6,1,1,0,61936.22,0
15812007,6,0,2,1,1,78358.94,0
15625461,1,187841.99,2,1,1,147224.27,0
15739438,0,0,2,1,0,160979.66,0
15611759,8,126776.3,2,1,1,132298.49,0
15661629,9,126436.29,1,1,0,174248.52,1
15633950,1,101960.74,1,1,1,123547.28,0
15592386,3,0,2,0,1,32790.02,0
15803716,3,0,2,0,1,181543.67,0
15696674,2,150842.93,1,0,1,2319.96,1
15706365,9,102535.57,1,1,1,189543.19,0
15745088,9,99027.61,2,1,0,10940.4,0
15676715,9,0,2,1,1,199493.38,0
15613085,3,0,1,1,1,188193.25,0
15633537,9,87271.41,2,1,0,172572.64,0
15594720,8,102742.91,2,1,1,189339.6,0
15684042,2,40105.51,2,0,1,53512.16,0
15583303,2,152265.43,1,1,0,34004.44,0
15611579,4,141947.67,1,1,1,10598.29,0
15774696,1,106307.91,2,0,1,113428.77,0
15694506,0,107884.81,2,1,1,183487.98,0
15688074,1,125013.72,1,1,1,187658.09,0
15759537,7,58469.37,2,1,1,172459.39,0
15758449,8,0,1,0,1,21016,0
15583456,10,117231.63,,1,1,122381.02,1
15667871,4,152390.26,1,1,0,128123.66,0
15677371,2,34013.63,1,,0,19570.63,0
15629677,2,0,3,0,0,188150.6,1
15713578,9,0,2,1,1,111020.24,0
15591509,7,101583.11,2,1,0,123775.15,0
15568240,10,77168.87,2,0,1,146700.22,0
15622993,8,124695.72,2,1,0,145251.35,0
15689294,3,105934.96,1,1,0,82463.69,0
15720910,9,0,1,1,1,15928.49,0
15721181,6,0,2,1,0,45886.33,0
15776433,2,0,2,1,1,186489.95,0
15748936,2,0,2,0,1,162922.65,0
15717225,10,161525.96,2,1,0,9262.77,0
15685226,7,147199.07,1,1,1,84932.4,0
15785611,3,183102.29,1,1,1,71557.12,0
15573456,9,127209,2,1,0,77405.95,1
15684548,8,0,2,0,0,417.41,1
15620505,0,97378.54,1,1,1,71405.17,0
15807432,2,136925.09,2,,1,153400.24,0
15584766,3,54503.55,1,1,1,371.05,0
15612187,8,155726.85,1,1,0,67789.99,0
15762218,9,0,2,0,1,145894.9,0
15646372,1,135842.41,1,1,0,183840.51,1
15690452,1,63349.75,1,1,0,108887.44,0
15747795,4,129499.42,1,1,1,154071.27,0
15781589,8,0,2,0,1,179291.85,0
15732674,6,70438.01,2,0,1,56937.43,0
15642291,8,0,2,1,1,112239.03,0
15692761,9,0,1,1,0,45909.87,0
15578045,9,141434.04,1,0,0,173779.25,1
15745354,4,0,2,1,0,125696.26,0
15701376,10,152958.29,2,1,1,159585.61,0
15691625,3,138306.34,1,1,0,106761.47,0
15566594,10,0,2,0,0,129590.18,0
15760431,1,0,2,1,1,80006.65,0
15686302,3,124328.84,1,1,1,140451.52,0
15801559,9,181461.48,3,1,1,187929.43,1
15810432,8,0,2,1,0,167155.36,0
15809616,8,0,2,0,0,191420.71,0
15720559,5,110368.03,1,0,0,11384.45,1
15695632,9,89588.35,1,1,1,94898.1,0
15659843,6,0,2,0,0,106781.59,0
15615624,6,0,2,0,0,159508.52,0
15810418,3,115924.89,1,1,0,93524.19,1
15716186,2,0,2,1,0,87168.46,0
15674551,7,111756.5,1,1,0,8128.32,1
15622834,4,0,1,1,0,125518.32,0
15566111,9,0,1,1,0,48963.59,0
15784597,9,162923.85,1,1,0,98368.24,0
15652883,10,124576.65,2,1,0,148584.61,0
15806964,0,80793.58,1,1,1,27474.81,0
15576313,9,71340.09,1,1,0,76192.21,0
15806467,1,99282.63,1,0,0,134600.94,1
15597602,3,137946.39,1,1,1,72467.99,1
15743040,2,127892.57,2,0,1,199645.45,0
15705521,0,101084.36,1,1,0,42749.85,0
15595039,8,114754.08,1,1,0,136050.44,1
15799384,8,0,1,0,0,73564.44,0
15581197,3,99286.98,1,0,1,85578.63,0
15693737,4,79871.02,2,1,0,129826.89,0
15624623,10,104088.59,2,0,0,119666,0
15783501,2,168190.33,2,1,0,68052.08,0
15690134,3,85679.25,1,1,1,164104.74,0
15782735,3,0,1,0,0,80190.36,0
15611088,9,0,2,1,0,84126.75,0
15672145,7,121551.58,2,1,1,70179,0
15732628,2,122220.19,1,1,1,118024.1,0
15787470,3,116528.15,1,0,0,145704.19,1
15803406,1,77780.29,1,0,1,183049.41,0
15730460,2,0,1,0,0,120906.83,0
15644572,4,125832.2,1,1,1,100433.83,0
15694860,6,68065.8,1,0,0,138777,1
15658169,6,127299.34,2,1,0,124694.99,0
15794396,7,174937.64,1,1,0,40084.32,0
15785798,9,0,2,0,1,119232.33,0
15710825,7,110071.1,1,0,0,43921.36,0
15668444,3,139432.37,1,1,0,62222.81,0
15726631,6,127357.76,1,0,1,56577,0
15733797,5,0,2,1,0,164253.35,0
15747960,3,0,1,1,1,7666.73,0
15634632,3,0,2,1,0,68487.51,0
15707362,1,95556.31,1,0,1,199273.98,1
15662976,8,0,1,1,1,186062.36,0
15732778,1,111681.98,2,1,1,195711.16,0
15718443,3,0,2,1,0,36692.17,0
15670039,3,108738.71,2,1,0,106920.57,0
15773792,4,133950.37,1,1,1,48725.68,1
15613786,4,0,2,1,1,167036.94,0
15726032,9,89968.69,1,1,0,68777.26,0
15663252,9,0,2,1,1,18924.92,0
15593782,5,130878.75,3,1,0,71905.77,1
15633283,8,0,2,1,0,64833.28,0
15749167,3,0,2,1,1,184843.77,0
15759298,10,134169.62,1,1,1,176730.02,0
15683625,1,149762.08,1,1,0,20629.4,1
15635367,2,93844.69,1,1,0,28415.36,0
15681705,8,0,2,1,0,77231.27,0
15603156,1,0,2,1,0,102750.7,0
15591986,6,141078.37,1,0,0,34580.8,1
15798888,1,117992.59,1,1,1,183598.77,0
15809722,8,100812.33,2,1,0,147358.27,0
15677538,7,0,1,1,1,108469.2,0
15797736,4,80262.6,1,1,1,20612.82,0
15695585,6,156478.62,1,0,1,181196.76,0
15744398,5,0,2,1,0,160249.1,0
15750658,8,0,3,0,0,110783.28,0
15578186,9,115217.99,2,1,0,144995.33,0
15676519,9,0,2,1,0,150227.85,1
15637954,0,155470.55,1,1,1,53718.28,0
15758639,7,0,2,1,0,75248.3,0
15613772,3,135096.77,1,1,1,14353.43,1
15731744,2,0,2,0,1,130486.57,0
15807709,9,180075.22,1,1,1,100127.71,0
15714689,1,97541.24,1,1,1,196356.17,0
15699005,2,156067.05,1,1,1,9983.88,0
15624170,4,81550.94,2,0,1,118974.77,0
15725679,6,0,1,0,0,194998.34,1
15585865,2,170061.92,2,0,0,134901.34,1
15804256,8,92310.54,2,1,1,72924.56,0
15662403,6,169089.38,2,1,0,101057.95,0
15733616,5,80613.93,1,1,1,142838.64,0
15591995,8,121581.56,2,1,1,127059.04,0
15677020,8,0,1,0,1,116503.92,1
15727688,4,0,2,1,1,54405.79,0
15715941,5,0,2,1,1,88721.84,0
15714485,5,85891.55,1,1,0,74135.48,1
15730059,9,77637.35,2,1,1,111346.22,0
15715527,4,0,1,0,0,194902.16,0
15576623,5,0,2,1,0,31474.27,0
15805565,7,116927.89,1,1,0,21198.39,0
15677307,6,137326.65,1,1,0,186976.6,0
15773890,5,0,2,1,1,117202.19,0
15598883,2,0,2,1,1,143739.29,0
15568506,10,67238.98,2,1,1,161811.23,0
15761043,6,86569.76,2,1,0,98090.91,0
15782236,5,0,2,0,0,71095.41,0
15593601,6,133598.4,1,1,1,13107.24,0
15682048,3,136188.78,1,1,1,67110.59,1
15746902,9,0,2,1,0,88225.02,0
15752081,10,0,3,0,1,62256.87,1
15781307,7,120092.52,2,1,0,135925.72,0
15775912,4,101238.24,2,0,1,177815.87,1
15745417,6,89685.92,1,0,1,126471.13,0
15671256,1,211774.31,1,1,0,188574.12,1
15653547,7,131317.48,1,1,1,119175.45,0
15595766,5,93722.73,2,1,1,139093.73,0
15742358,8,101160.99,1,1,1,115916.55,0
15763274,3,120320.54,1,0,0,96463.25,0
15786063,2,0,2,1,1,112349.51,0
15600258,2,0,2,1,1,165303.79,0
15573318,8,0,2,1,0,166031.08,0
15653849,3,152827.99,1,1,0,38411.79,1
15694272,1,64097.75,1,1,1,77783.35,0
15736112,2,119035.35,2,1,1,29871.79,0
15749851,4,135219.57,1,0,1,59747.63,0
15663478,6,93694.42,1,1,1,79919.13,0
15592300,10,59408.63,1,1,0,76773.53,0
15567832,7,114354.95,1,1,0,54018.93,0
15776780,1,0,1,1,0,70649.64,1
15592846,10,128173.9,2,1,0,59093.39,0
15739803,9,0,2,1,0,127569.8,0
15794142,5,114931.35,3,0,1,18260.98,1
15762729,1,111071.36,1,1,0,73275.96,1
15667896,8,151226.18,2,1,1,136129.49,0
15626578,9,0,2,1,1,153237.59,0
15776223,4,64740.12,1,1,1,106841.12,0
15705953,0,169312.13,1,1,0,109078.35,1
15802593,7,0,3,0,1,87822.14,1
15615457,2,112652.08,2,1,0,126644.98,0
15708916,0,0,2,1,0,47414.15,0
15720187,7,143964.36,2,1,0,41879.99,0
15595440,7,122451.46,2,1,1,75808.1,0
15600651,1,0,3,1,1,47911.03,0
15750141,3,65253.07,2,1,0,28737.78,0
15657284,6,106901.94,1,1,1,2079.2,1
15763063,10,128509.63,1,1,0,121562.33,0
15709324,7,0,2,1,0,55003.79,0
15711309,3,129834.67,1,1,0,193131.42,0
15775318,3,154962.99,3,0,1,191932.27,1
15705515,5,138241.9,2,1,0,159418.1,0
15634844,3,91536.93,1,1,0,191468.78,1
15717046,3,0,2,1,1,38913.68,0
15571816,5,0,1,1,1,705.18,0
15670080,7,105204.01,1,0,1,138490.03,0
15800440,1,152968.73,1,0,1,82970.69,0
15665678,8,158261.68,1,1,1,76744.72,0
15665956,1,0,1,1,0,71244.59,1
15788126,6,121021.05,1,1,1,12182.15,0
15811773,4,0,2,1,1,141210.5,0
15651674,2,0,1,0,0,191763.07,1
15689614,1,137715.66,1,1,1,37938.74,0
15795564,5,121192.22,2,1,1,74890.58,0
15706647,7,0,3,1,1,166698.18,0
15728505,1,100486.18,2,1,1,62678.53,0
15730076,1,0,1,1,0,67740.08,1
15622003,9,92566.53,2,1,0,161519.77,0
15607312,10,0,2,1,1,159835.78,1
15644753,3,110929.96,1,1,1,30876.84,0
15653620,8,0,2,1,1,14858.1,0
15761986,3,138901.61,1,1,0,75685.97,0
15633922,4,123217.66,2,0,1,144183.1,0
15734674,6,0,1,1,0,65170.66,0
15658032,2,0,2,1,1,82526.92,0
15692671,8,0,2,1,0,169161.46,0
15737741,2,108431.87,2,0,1,109291.39,1
15576352,3,0,2,0,1,6057.81,0
15753719,9,72392.41,1,1,0,77077.14,0
15803689,1,119741.77,2,0,0,54954.51,1
15718057,2,100946.71,1,0,0,179614.8,1
15722010,9,170491.84,1,1,0,35588.07,1
15680998,5,0,1,1,1,117356.14,0
15614782,1,0,1,1,0,160696.72,0
15591047,6,157296.02,2,0,0,147278.43,1
15788291,7,144606.22,1,1,1,56594.36,1
15604044,8,134811.3,1,1,0,1299.75,0
15679587,9,115897.12,1,1,1,25095.03,0
15775153,4,82034,1,0,0,146326.45,0
15603925,4,174318.13,2,0,1,38296.21,0
15680970,2,114206.84,1,1,0,164061.6,0
15697183,9,0,2,1,0,107811.28,0
15567446,9,111574.41,1,1,1,30838.51,0
15637476,5,162448.69,1,0,0,9221.78,1
15714939,4,148249.54,1,0,1,33738.27,0
15683503,8,0,3,0,1,110916.15,1
15645569,7,123709.46,2,1,1,169654.57,0
15782569,9,0,1,0,1,69829.4,0
15592387,5,0,1,1,0,54926.51,1
15609286,10,150525.8,1,1,1,94728.49,0
15814035,9,0,1,1,1,80393.27,0
15661249,4,0,2,0,1,111307.98,0
15629117,10,0,2,1,0,19834.32,0
15607170,5,0,2,1,1,78397.24,0
